year,init_month,sst_mdr,anomaly_mdr,sst_trop,anomaly_trop,gcm_id
1994,5,300.60513,-0.2810465494791667,299.04532,-0.0921630859375,7
1994,6,300.42807,-0.41534423828125,298.97476,-0.1391703287760416,7
1994,7,300.25363,-0.5211079915364584,298.97885,-0.1264241536458333,7
1995,4,300.92044,-0.0010782877604166,299.15753,0.000701904296875,7
1995,5,301.0124,0.126190185546875,299.12277,-0.0147196451822916,7
1995,6,301.16553,0.3221232096354167,299.08667,-0.02728271484375,7
1995,7,301.25607,0.4813028971354167,299.14676,0.0415242513020833,7
1996,4,300.8341,-0.0874226888020833,299.07785,-0.0789794921875,7
1996,5,300.79224,-0.0939737955729166,299.00897,-0.128509521484375,7
1996,6,300.63718,-0.2062479654947916,299.01367,-0.1002909342447916,7
1996,7,300.68372,-0.091033935546875,299.01877,-0.0864766438802083,7
1997,4,300.84824,-0.07330322265625,299.19193,0.0350850423177083,7
1997,5,301.01077,0.1245625813802083,299.19223,0.0547587076822916,7
1997,6,300.9681,0.12469482421875,299.22058,0.1066182454427083,7
1997,7,300.9143,0.1395670572916666,299.27847,0.1732177734375,7
1998,4,301.16824,0.2467142740885416,299.16733,0.0104777018229166,7
1998,5,301.1294,0.243194580078125,299.18414,0.046661376953125,7
1998,6,301.173,0.3295796712239583,299.20673,0.0927734375,7
1998,7,301.0955,0.3207499186197917,299.17285,0.0675862630208333,7
1999,4,300.69528,-0.2262471516927083,298.8937,-0.2631123860677083,7
1999,5,300.74503,-0.1411844889322916,298.94214,-0.195343017578125,7
1999,6,300.79587,-0.0475565592447916,298.91714,-0.1968180338541666,7
1999,7,300.66248,-0.1122843424479166,298.8546,-0.2506510416666667,7
2000,4,300.82013,-0.101409912109375,299.04626,-0.1105550130208333,7
2000,5,300.54898,-0.3372294108072917,298.93854,-0.198944091796875,7
2000,6,300.5393,-0.3040974934895833,298.91513,-0.198822021484375,7
2000,7,300.50797,-0.2667744954427083,298.91928,-0.18597412109375,7
2001,4,300.86243,-0.059112548828125,299.17538,0.0185445149739583,7
2001,5,300.7855,-0.1007181803385416,299.14185,0.004364013671875,7
2001,6,300.8594,0.0159810384114583,299.1572,0.0432230631510416,7
2001,7,300.75467,-0.0200602213541666,299.12918,0.0239156087239583,7
2002,4,300.97513,0.0535990397135416,299.28616,0.1293436686197916,7
2002,5,300.90768,0.0214640299479166,299.2487,0.1112162272135416,7
2002,6,300.75662,-0.0867919921875,299.24582,0.1318766276041666,7
2002,7,300.4579,-0.316864013671875,299.2051,0.099853515625,7
2003,4,300.96268,0.0411376953125,299.18445,0.0276285807291666,7
2003,5,300.9905,0.1043192545572916,299.18314,0.0456441243489583,7
2003,6,300.9048,0.061370849609375,299.11948,0.0055135091145833,7
2003,7,300.8773,0.1025390625,299.1592,0.0539652506510416,7
2004,4,301.1607,0.239166259765625,299.32776,0.170928955078125,7
2004,5,301.02603,0.1398518880208333,299.29443,0.1569620768229166,7
2004,6,300.8308,-0.0126139322916666,299.1727,0.0587565104166666,7
2004,7,300.82785,0.0530802408854166,299.14624,0.0409749348958333,7
2005,4,301.24826,0.3267313639322917,299.34634,0.1895345052083333,7
2005,5,301.21707,0.3308919270833333,299.35287,0.21539306640625,7
2005,6,301.34082,0.4973958333333333,299.3403,0.2263387044270833,7
2005,7,301.30984,0.53509521484375,299.28903,0.1837666829427083,7
2006,4,300.9224,0.0008646647135416,299.27798,0.1211446126302083,7
2006,5,301.1481,0.2619120279947917,299.28152,0.1440531412760416,7
2006,6,301.12875,0.28533935546875,299.26758,0.1536153157552083,7
2006,7,300.90475,0.1299845377604166,299.2273,0.1220499674479166,7
2007,4,301.12378,0.2022298177083333,299.2642,0.10736083984375,7
2007,5,301.07474,0.1885579427083333,299.24197,0.1045023600260416,7
2007,6,300.87436,0.0309244791666666,299.16663,0.0526835123697916,7
2007,7,300.72763,-0.0471394856770833,299.10068,-0.00457763671875,7
2008,4,300.92136,-0.0001729329427083,299.11804,-0.0387776692708333,7
2008,5,300.9823,0.0961100260416666,299.12045,-0.0170389811197916,7
2008,6,300.939,0.0956013997395833,299.17294,0.058990478515625,7
2008,7,300.97427,0.1995340983072916,299.1248,0.0195515950520833,7
2009,4,300.81833,-0.10321044921875,299.32437,0.16754150390625,7
2009,5,300.81778,-0.06842041015625,299.35892,0.2214558919270833,7
2009,6,300.82767,-0.0157572428385416,299.3624,0.2484232584635416,7
2009,7,300.9039,0.1291300455729166,299.38196,0.2767130533854167,7
2010,4,301.41373,0.4921875,299.3856,0.2287495930989583,7
2010,5,301.58398,0.697784423828125,299.38712,0.2496236165364583,7
2010,6,301.68118,0.8377888997395834,299.31293,0.198974609375,7
2010,7,301.41196,0.6371968587239584,299.21396,0.1086832682291666,7
2011,4,300.91492,-0.0066121419270833,299.19318,0.036346435546875,7
2011,5,300.98053,0.094329833984375,299.2284,0.090911865234375,7
2011,6,301.1662,0.322784423828125,299.19937,0.0854390462239583,7
2011,7,301.15512,0.38037109375,299.12686,0.0215962727864583,7
2012,4,301.0498,0.1282552083333333,299.3818,0.2249857584635416,7
2012,5,300.8912,0.0050150553385416,299.31046,0.1729634602864583,7
2012,6,300.87875,0.0353190104166666,299.2734,0.1594340006510416,7
2012,7,300.89294,0.1181844075520833,299.264,0.1587320963541666,7
2013,4,301.1487,0.2271830240885416,299.37943,0.2226155598958333,7
2013,5,301.11957,0.233367919921875,299.36917,0.231689453125,7
2013,6,301.01526,0.171844482421875,299.30643,0.192474365234375,7
2013,7,300.8025,0.0277303059895833,299.1514,0.0461527506510416,7
2014,4,300.98557,0.0640157063802083,299.53104,0.3741963704427083,7
2014,5,300.96622,0.0800069173177083,299.51083,0.3733317057291667,7
2014,6,300.89145,0.04803466796875,299.49692,0.3829549153645833,7
2014,7,300.77884,0.00408935546875,299.36548,0.260223388671875,7
2015,4,301.03024,0.1086934407552083,299.64017,0.4833577473958333,7
2015,5,301.03125,0.145050048828125,299.7026,0.5651143391927084,7
2015,6,300.94708,0.103668212890625,299.65942,0.5454813639322916,7
2015,7,300.7803,0.0055745442708333,299.63913,0.53387451171875,7
2016,4,301.19083,0.2692769368489583,299.718,0.5611470540364584,7
2016,5,301.16162,0.2754313151041667,299.5975,0.46002197265625,7
2016,6,301.08582,0.2423909505208333,299.60666,0.4926961263020833,7
2016,7,300.95627,0.1814982096354166,299.53006,0.4247945149739583,7
2017,4,301.29892,0.3773701985677083,299.7194,0.56256103515625,7
2017,5,301.37045,0.4842427571614583,299.6835,0.5460408528645834,7
2017,6,301.36777,0.52435302734375,299.60004,0.486083984375,7
2017,7,301.24637,0.47161865234375,299.52292,0.41766357421875,7
2018,4,301.00992,0.0883687337239583,299.37048,0.2136637369791666,7
2018,5,301.25833,0.3721211751302083,299.2404,0.1028951009114583,7
2018,6,300.69632,-0.1470947265625,299.3262,0.2122599283854166,7
2018,7,300.5164,-0.2583719889322917,299.27844,0.1731974283854166,7
2019,4,301.28384,0.3623148600260417,299.71524,0.5584208170572916,7
2019,5,301.25235,0.3661600748697917,299.67593,0.5384724934895834,7
2019,6,301.11386,0.2704264322916667,299.56845,0.4544881184895833,7
2019,7,300.947,0.1722208658854166,299.50076,0.3955281575520833,7
2020,4,301.39026,0.4687093098958333,299.60846,0.451629638671875,7
2020,5,301.27954,0.393341064453125,299.5774,0.439910888671875,7
2020,6,301.22775,0.3843485514322917,299.5411,0.4271443684895833,7
2020,7,301.12692,0.3521626790364583,299.47488,0.3696390787760417,7
2021,4,301.1492,0.2276713053385416,299.51758,0.360748291015625,7
2021,5,301.14932,0.2631327311197917,299.53772,0.400238037109375,7
2021,6,301.1085,0.2650655110677083,299.54404,0.4300638834635417,7
2021,7,300.9921,0.2173665364583333,299.485,0.379730224609375,7
2022,4,301.2415,0.3199462890625,299.57382,0.4169921875,7
2022,5,300.94736,0.0611572265625,299.45847,0.3209737141927083,7
2022,6,301.03653,0.1931050618489583,299.44904,0.3350830078125,7
2022,7,300.92294,0.148193359375,299.4,0.2947489420572917,7
2023,4,301.5253,0.6037495930989584,299.81894,0.6620890299479166,7
2023,5,301.72137,0.835174560546875,299.8978,0.7603251139322916,7
2023,6,301.8837,1.0402730305989585,299.87985,0.7658793131510416,7
2023,7,301.79382,1.0190836588541667,299.8533,0.7480570475260416,7
2024,4,301.8652,0.9436543782552084,299.89706,0.7402140299479166,7
2024,5,301.78812,0.9019368489583334,299.9428,0.805328369140625,7
2024,6,301.6951,0.8516743977864584,299.94363,0.8296712239583334,7
2024,7,301.5759,0.8011576334635416,299.79956,0.6942952473958334,7
2025,4,301.2548,0.3332621256510417,299.60367,0.4468282063802083,7
2025,5,301.15704,0.270843505859375,299.5915,0.454010009765625,7
2025,6,300.94882,0.10540771484375,299.56653,0.4525655110677083,7
2025,7,300.78433,0.0096028645833333,299.5026,0.3973490397135417,7
1993,4,300.1946,-0.2159525553385416,298.5171,-0.0592549641927083,8
1993,5,300.28424,-0.2088623046875,298.41507,-0.1396891276041666,8
1993,6,300.2602,-0.2642822265625,298.43704,-0.1318359375,8
1993,7,300.24033,-0.3106587727864583,298.4611,-0.1779886881510416,8
1994,4,300.22934,-0.1812337239583333,298.38943,-0.1869099934895833,8
1994,5,300.2497,-0.243408203125,298.3859,-0.1688639322916666,8
1994,6,300.1837,-0.3407796223958333,298.41367,-0.1552225748697916,8
1994,7,300.11185,-0.4391581217447917,298.43124,-0.207855224609375,8
1995,4,300.45615,0.0456034342447916,298.43393,-0.142425537109375,8
1995,5,300.53885,0.0457356770833333,298.43082,-0.1239115397135416,8
1995,6,300.84842,0.3239339192708333,298.47733,-0.0915425618489583,8
1995,7,300.90564,0.3546346028645833,298.61227,-0.026824951171875,8
1996,4,300.25308,-0.157470703125,298.49548,-0.0808817545572916,8
1996,5,300.39432,-0.0987752278645833,298.50833,-0.0463968912760416,8
1996,6,300.37723,-0.1472574869791666,298.45663,-0.1122334798177083,8
1996,7,300.41272,-0.1382649739583333,298.54343,-0.0956624348958333,8
1997,4,300.47903,0.0685017903645833,298.64682,0.0704549153645833,8
1997,5,300.45145,-0.0416361490885416,298.66672,0.1119588216145833,8
1997,6,300.533,0.0085042317708333,298.72757,0.1586812337239583,8
1997,7,300.5482,-0.0027974446614583,298.7777,0.13861083984375,8
1998,4,300.5718,0.1612650553385416,298.53833,-0.0380147298177083,8
1998,5,300.65665,0.1635640462239583,298.5552,0.0004679361979166,8
1998,6,300.7589,0.2344258626302083,298.5618,-0.0070902506510416,8
1998,7,300.80203,0.2510477701822917,298.60498,-0.0341084798177083,8
1999,4,300.2349,-0.1756591796875,298.4105,-0.1658528645833333,8
1999,5,300.52097,0.0278422037760416,298.40848,-0.1462504069010416,8
1999,6,300.6039,0.0794270833333333,298.41318,-0.1556905110677083,8
1999,7,300.52124,-0.0297444661458333,298.45627,-0.1828511555989583,8
2000,4,300.21494,-0.1956075032552083,298.47958,-0.0967915852864583,8
2000,5,300.2859,-0.2072245279947916,298.45825,-0.0965067545572916,8
2000,6,300.30667,-0.2177937825520833,298.4406,-0.128265380859375,8
2000,7,300.24612,-0.3048807779947917,298.51187,-0.1272074381510416,8
2001,4,300.4335,0.0229695638020833,298.7087,0.1323649088541666,8
2001,5,300.41876,-0.0743408203125,298.65775,0.102996826171875,8
2001,6,300.48242,-0.0420430501302083,298.62183,0.0529581705729166,8
2001,7,300.46005,-0.0909525553385416,298.71576,0.07666015625,8
2002,4,300.43793,0.027374267578125,298.7217,0.1453755696614583,8
2002,5,300.55338,0.0602823893229166,298.68448,0.1297403971354166,8
2002,6,300.34305,-0.181427001953125,298.68677,0.1178792317708333,8
2002,7,300.36917,-0.1818033854166666,298.78485,0.145751953125,8
2003,4,300.48953,0.0789794921875,298.60214,0.025787353515625,8
2003,5,300.5634,0.0702921549479166,298.5831,0.0283406575520833,8
2003,6,300.61758,0.093109130859375,298.65543,0.0865681966145833,8
2003,7,300.66922,0.11822509765625,298.77878,0.1396687825520833,8
2004,4,300.63474,0.22418212890625,298.83383,0.2574666341145833,8
2004,5,300.60162,0.1085205078125,298.7092,0.1544596354166666,8
2004,6,300.53235,0.0078633626302083,298.73706,0.1681722005208333,8
2004,7,300.73068,0.1796671549479166,298.77954,0.14044189453125,8
2005,4,300.7078,0.2972310384114583,298.715,0.1386617024739583,8
2005,5,300.89096,0.397857666015625,298.74832,0.1935628255208333,8
2005,6,300.9706,0.4461263020833333,298.76648,0.197601318359375,8
2005,7,301.14554,0.5945536295572916,298.85037,0.211273193359375,8
2006,4,300.53036,0.1197916666666666,298.7919,0.2155659993489583,8
2006,5,300.70996,0.2168477376302083,298.72794,0.173187255859375,8
2006,6,300.86612,0.3416646321614583,298.77316,0.2042643229166666,8
2006,7,300.80188,0.2508748372395833,298.85388,0.2147725423177083,8
2007,4,300.6404,0.2298787434895833,298.6766,0.1002400716145833,8
2007,5,300.63513,0.14202880859375,298.58975,0.0350240071614583,8
2007,6,300.61856,0.0941060384114583,298.57086,0.001983642578125,8
2007,7,300.63992,0.0889485677083333,298.7413,0.1021830240885416,8
2008,4,300.4083,-0.0022684733072916,298.59024,0.0139058430989583,8
2008,5,300.59668,0.1035868326822916,298.59637,0.0416259765625,8
2008,6,300.66476,0.140289306640625,298.6505,0.0816243489583333,8
2008,7,300.79324,0.2422383626302083,298.7398,0.1007080078125,8
2009,4,300.41025,-0.0002950032552083,298.8522,0.2758382161458333,8
2009,5,300.40152,-0.091583251953125,298.87366,0.3189188639322917,8
2009,6,300.5179,-0.0065816243489583,298.8959,0.3270263671875,8
2009,7,300.65393,0.1029256184895833,299.0612,0.422088623046875,8
2010,4,301.11234,0.7017720540364584,298.9379,0.3615620930989583,8
2010,5,301.19553,0.7024332682291666,298.88806,0.33331298828125,8
2010,6,301.3042,0.7797342936197916,298.8717,0.3028157552083333,8
2010,7,301.22922,0.6782124837239584,298.87524,0.2361551920572916,8
2011,4,300.64618,0.235626220703125,298.86362,0.2872416178385417,8
2011,5,300.80945,0.3163553873697917,298.8575,0.3027547200520833,8
2011,6,300.92285,0.3983866373697917,298.7869,0.2180379231770833,8
2011,7,300.94763,0.3966471354166667,298.79922,0.1601155598958333,8
2012,4,300.66797,0.257415771484375,298.86136,0.2849934895833333,8
2012,5,300.63968,0.1465962727864583,298.79712,0.2423604329427083,8
2012,6,300.6788,0.1543070475260416,298.797,0.228118896484375,8
2012,7,300.72745,0.17645263671875,298.89407,0.254974365234375,8
2013,4,300.7625,0.351959228515625,298.76996,0.193603515625,8
2013,5,300.79068,0.2975870768229167,298.79166,0.236907958984375,8
2013,6,300.69214,0.16766357421875,298.7991,0.230224609375,8
2013,7,300.63748,0.0864969889322916,298.82858,0.1894938151041666,8
2014,4,300.60452,0.1939697265625,298.86685,0.2904866536458333,8
2014,5,300.66354,0.1704203287760416,298.866,0.311248779296875,8
2014,6,300.62442,0.0999654134114583,298.84677,0.2779032389322917,8
2014,7,300.55283,0.0018208821614583,298.87488,0.2357686360677083,8
2015,4,300.58847,0.1778971354166666,298.94833,0.3719889322916667,8
2015,5,300.74463,0.2515360514322917,299.04935,0.4946187337239583,8
2015,6,300.67313,0.1486714680989583,299.07358,0.5046793619791666,8
2015,7,300.58374,0.0327351888020833,299.13818,0.49908447265625,8
2016,4,300.53894,0.1283772786458333,298.81522,0.2388814290364583,8
2016,5,300.96347,0.4703776041666667,298.9039,0.3491414388020833,8
2016,6,300.97754,0.4530741373697917,298.97885,0.4099833170572917,8
2016,7,300.94794,0.396942138671875,299.0851,0.4460347493489583,8
2020,4,300.95517,0.5445963541666666,298.89615,0.3198140462239583,8
2020,5,301.02533,0.5322265625,298.9049,0.35015869140625,8
2020,6,301.04056,0.5160725911458334,298.97058,0.401702880859375,8
2020,7,300.9833,0.4323018391927083,299.02405,0.3849385579427083,8
2021,4,300.81223,0.4016520182291667,298.88522,0.3088480631510417,8
2021,5,300.9668,0.4736836751302083,298.91238,0.3576253255208333,8
2021,6,300.942,0.4175211588541667,298.94125,0.3723551432291667,8
2021,7,300.82712,0.276123046875,299.00943,0.3703206380208333,8
2022,4,300.7936,0.383056640625,298.74576,0.1694234212239583,8
2022,5,300.84256,0.3494669596354167,298.75363,0.198883056640625,8
2022,6,300.98242,0.4579569498697917,298.8462,0.2773030598958333,8
2022,7,300.76602,0.2150472005208333,298.89444,0.2553304036458333,8
2023,4,301.0242,0.6136576334635416,299.15775,0.5813802083333334,8
2023,5,301.2225,0.729400634765625,299.19852,0.6437581380208334,8
2023,6,301.33383,0.8093363444010416,299.20105,0.6321614583333334,8
2023,7,301.51163,0.9606424967447916,299.25198,0.612884521484375,8
2024,4,301.39188,0.9813232421875,299.0129,0.4365336100260417,8
2024,5,301.4396,0.946502685546875,299.04715,0.4924112955729167,8
2024,6,301.51004,0.9855855305989584,299.0636,0.494720458984375,8
2024,7,301.43643,0.8854268391927084,299.12793,0.4888407389322917,8
2025,4,300.91605,0.5054931640625,298.99048,0.4141133626302083,8
2025,5,300.9148,0.4217020670572917,298.95566,0.4008890787760417,8
2025,6,300.9328,0.4083251953125,299.00262,0.433746337890625,8
2025,7,300.91675,0.3657430013020833,299.0311,0.3919779459635417,8
1993,4,300.11026,-0.18194580078125,298.9827,0.0309346516927083,9
1993,5,300.2069,-0.1572265625,298.98288,0.026397705078125,9
1993,6,300.3268,-0.1588846842447916,298.95908,-0.0003255208333333,9
1993,7,300.33682,-0.2292887369791666,298.91623,-0.0662434895833333,9
1994,4,299.96252,-0.3296712239583333,298.7919,-0.1598612467447916,9
1994,5,300.15784,-0.206298828125,298.79224,-0.1642557779947916,9
1994,6,300.02615,-0.4595438639322917,298.81104,-0.148345947265625,9
1994,7,300.14883,-0.4172770182291667,298.80252,-0.1799418131510416,9
1995,4,300.26474,-0.0274556477864583,298.88382,-0.0679219563802083,9
1995,5,300.40002,0.035888671875,298.88028,-0.0762125651041666,9
1995,6,300.76834,0.2826436360677083,298.9116,-0.04779052734375,9
1995,7,300.98068,0.4145609537760417,298.9913,0.0088602701822916,9
1996,4,300.14877,-0.1434326171875,298.79126,-0.1604817708333333,9
1996,5,300.30518,-0.0589599609375,298.81552,-0.140960693359375,9
1996,6,300.25967,-0.2259928385416666,298.82834,-0.1310628255208333,9
1996,7,300.3988,-0.1672871907552083,298.8712,-0.1112569173177083,9
1997,4,300.21457,-0.0776265462239583,299.05338,0.10162353515625,9
1997,5,300.3745,0.0103759765625,299.12088,0.1644185384114583,9
1997,6,300.64566,0.1599833170572916,299.14816,0.1887613932291666,9
1997,7,300.62424,0.0581156412760416,299.17322,0.190765380859375,9
1998,4,300.58334,0.2911275227864583,299.13782,0.1860555013020833,9
1998,5,300.6475,0.2833760579427083,299.14862,0.192138671875,9
1998,6,300.74268,0.2569783528645833,299.11856,0.1592000325520833,9
1998,7,300.77905,0.21295166015625,299.1304,0.1479593912760416,9
1999,4,300.31375,0.0215657552083333,298.8621,-0.08966064453125,9
1999,5,300.4085,0.04437255859375,298.8362,-0.1202494303385416,9
1999,6,300.60196,0.1162923177083333,298.84766,-0.1117146809895833,9
1999,7,300.64053,0.0744425455729166,298.8645,-0.1179402669270833,9
2000,4,300.2809,-0.01129150390625,298.91,-0.041748046875,9
2000,5,300.29684,-0.0673116048177083,298.91476,-0.0417378743489583,9
2000,6,300.25122,-0.234466552734375,298.89322,-0.0661722819010416,9
2000,7,300.3855,-0.1805928548177083,298.8947,-0.087738037109375,9
2001,4,300.21945,-0.07275390625,298.86,-0.091766357421875,9
2001,5,300.2107,-0.1534322102864583,298.8654,-0.0910746256510416,9
2001,6,300.36948,-0.1162312825520833,298.8705,-0.0888671875,9
2001,7,300.4365,-0.1295979817708333,298.9788,-0.0036519368489583,9
2002,4,300.38474,0.0925394694010416,299.03214,0.0803731282552083,9
2002,5,300.28128,-0.0828348795572916,299.0129,0.0564066569010416,9
2002,6,300.31253,-0.17315673828125,299.00903,0.049652099609375,9
2002,7,300.17578,-0.39031982421875,298.97836,-0.0040791829427083,9
2003,4,300.32193,0.02972412109375,298.98807,0.0363260904947916,9
2003,5,300.3444,-0.0197347005208333,298.96347,0.0069783528645833,9
2003,6,300.58005,0.0943705240885416,298.9771,0.017730712890625,9
2003,7,300.66077,0.09466552734375,299.08,0.0975545247395833,9
2004,4,300.41336,0.12115478515625,298.99725,0.045501708984375,9
2004,5,300.40353,0.0393778483072916,299.00766,0.0511881510416666,9
2004,6,300.51926,0.0335489908854166,299.01324,0.053863525390625,9
2004,7,300.70248,0.1363932291666666,298.98886,0.0063883463541666,9
2005,4,300.5804,0.2882080078125,299.0823,0.1305440266927083,9
2005,5,300.69656,0.3324381510416667,299.09354,0.1370747884114583,9
2005,6,300.91006,0.4243876139322917,299.0846,0.125213623046875,9
2005,7,301.0895,0.5234273274739584,299.10168,0.1192423502604166,9
2006,4,300.34485,0.0526326497395833,299.00256,0.050811767578125,9
2006,5,300.55045,0.1863199869791666,299.00598,0.0494893391927083,9
2006,6,300.7924,0.30670166015625,299.09546,0.1360880533854166,9
2006,7,300.68234,0.1162312825520833,299.08878,0.1063232421875,9
2007,4,300.37888,0.0866800944010416,298.9171,-0.0346476236979166,9
2007,5,300.52026,0.1561177571614583,298.9033,-0.053192138671875,9
2007,6,300.54935,0.0636494954427083,298.9071,-0.0522867838541666,9
2007,7,300.5634,-0.002716064453125,298.9528,-0.0296427408854166,9
2008,4,300.3275,0.035308837890625,298.91397,-0.03778076171875,9
2008,5,300.47043,0.1063028971354166,298.95435,-0.0021464029947916,9
2008,6,300.69547,0.2097880045572916,298.9821,0.022705078125,9
2008,7,300.76205,0.195953369140625,298.97202,-0.0104268391927083,9
2009,4,300.17664,-0.115570068359375,299.09122,0.13946533203125,9
2009,5,300.27396,-0.0901692708333333,299.1864,0.22991943359375,9
2009,6,300.33768,-0.1480204264322916,299.20755,0.2481689453125,9
2009,7,300.6787,0.1125996907552083,299.2668,0.2843424479166667,9
2010,4,300.75662,0.4644368489583333,299.1202,0.1684468587239583,9
2010,5,301.0054,0.641265869140625,299.13354,0.17706298828125,9
2010,6,301.11005,0.624359130859375,299.11868,0.1593017578125,9
2010,7,301.11444,0.54833984375,299.0887,0.10626220703125,9
2011,4,300.3433,0.0511067708333333,299.05222,0.1004638671875,9
2011,5,300.52893,0.1648050944010416,299.07666,0.1201883951822916,9
2011,6,300.79752,0.3118489583333333,299.0247,0.0653177897135416,9
2011,7,300.8849,0.3187764485677083,298.99246,0.0100301106770833,9
2012,4,300.309,0.01678466796875,299.08078,0.1290384928385416,9
2012,5,300.39548,0.031341552734375,299.0638,0.1073404947916666,9
2012,6,300.64145,0.1557718912760416,299.1088,0.1494140625,9
2012,7,300.61563,0.0495198567708333,299.06552,0.0830586751302083,9
2013,4,300.48956,0.197357177734375,299.13437,0.1826070149739583,9
2013,5,300.47775,0.1136067708333333,299.09488,0.138397216796875,9
2013,6,300.48633,0.0006510416666666,299.0835,0.1241048177083333,9
2013,7,300.55344,-0.0126546223958333,299.05692,0.0744527180989583,9
2014,4,300.1476,-0.1445719401041666,299.2675,0.3157246907552083,9
2014,5,300.45776,0.0936381022135416,299.27698,0.3205057779947917,9
2014,6,300.48807,0.00238037109375,299.2571,0.2977396647135417,9
2014,7,300.56796,0.0018513997395833,299.19492,0.2124735514322916,9
2015,4,300.4758,0.18359375,299.38074,0.428985595703125,9
2015,5,300.44678,0.0826517740885416,299.45233,0.495849609375,9
2015,6,300.39398,-0.091705322265625,299.41638,0.4569905598958333,9
2015,7,300.54358,-0.0225118001302083,299.43857,0.4561258951822917,9
2016,4,300.50858,0.21636962890625,299.2942,0.342437744140625,9
2016,5,300.61685,0.2527058919270833,299.29172,0.3352457682291667,9
2016,6,300.86752,0.3818257649739583,299.33804,0.378662109375,9
2016,7,300.83722,0.2711181640625,299.34012,0.3576761881510417,9
2025,4,300.74072,0.4485270182291667,299.39764,0.445892333984375,9
2025,5,300.8,0.43585205078125,299.40073,0.4442342122395833,9
2025,6,300.9238,0.4381001790364583,299.37216,0.4127909342447917,9
2025,7,300.97897,0.412872314453125,299.35995,0.3774922688802083,9
1981,2,300.95444,-0.06502279,299.15997,-0.078552246,10
1981,3,300.74435,-0.27945963,299.0809,-0.10738119,10
1981,4,301.1174,0.11717733,299.03156,-0.11706543,10
1981,5,300.756,-0.12544759,298.97675,-0.1005249,10
1981,6,300.89072,0.059488934,298.96594,-0.024749756,10
1981,7,300.95425,0.19248454,298.87024,-0.056915283,10
1981,8,301.00244,0.2999166,298.77164,-0.06055705,10
1982,1,300.6285,-0.2597046,298.92178,-0.24761963,10
1982,2,300.74655,-0.27287802,298.92795,-0.31056723,10
1982,3,300.67972,-0.3440857,299.0125,-0.17578125,10
1982,4,300.71762,-0.28260294,298.8898,-0.25880942,10
1982,5,300.64648,-0.23499553,298.8787,-0.1985677,10
1982,6,300.53494,-0.2962545,298.91226,-0.07840983,10
1982,7,300.45804,-0.30374146,298.89676,-0.03040568,10
1982,8,300.22183,-0.48069254,298.72586,-0.10633341,10
1983,1,300.97327,0.08505249,299.03644,-0.13298035,10
1983,2,301.05093,0.031514484,299.12454,-0.113993324,10
1983,3,301.2644,0.24060059,299.0734,-0.11490885,10
1983,4,301.19946,0.19924927,299.14365,-0.0049743652,10
1983,5,301.03677,0.15529378,299.1422,0.06495158,10
1983,6,301.00223,0.17101033,299.07785,0.087137856,10
1983,7,300.6558,-0.10599772,298.95468,0.027516684,10
1983,8,300.47812,-0.22439575,298.768,-0.064208984,10
1984,1,300.6233,-0.26493835,298.94543,-0.22398376,10
1984,2,300.68323,-0.33622232,298.99542,-0.24310303,10
1984,3,300.69016,-0.33366904,298.97772,-0.21057129,10
1984,4,300.66516,-0.33506265,298.87466,-0.2739563,10
1984,5,300.58182,-0.29963174,298.78745,-0.28981528,10
1984,6,300.61356,-0.21765137,298.67,-0.3206787,10
1984,7,300.46823,-0.29355875,298.66064,-0.26651,10
1984,8,300.1949,-0.5076294,298.57178,-0.26044717,10
1985,1,300.47638,-0.41184998,298.95074,-0.2186737,10
1985,2,300.78976,-0.22969563,298.98413,-0.25439453,10
1985,3,300.39285,-0.6309611,298.81506,-0.37322998,10
1985,4,300.37817,-0.62205,298.82095,-0.32764688,10
1985,5,300.2719,-0.6095581,298.6085,-0.46879068,10
1985,6,300.41776,-0.413442,298.6495,-0.34117636,10
1985,7,300.58463,-0.17714436,298.64728,-0.2798767,10
1985,8,300.58505,-0.117482506,298.51318,-0.31903076,10
1986,1,300.53687,-0.35133362,298.98267,-0.1867218,10
1986,2,300.84073,-0.17871094,299.15903,-0.07949829,10
1986,3,300.8009,-0.22291057,299.05103,-0.13727824,10
1986,4,300.8193,-0.18089803,298.9574,-0.19121297,10
1986,5,300.69998,-0.18149821,298.9387,-0.13860066,10
1986,6,300.44507,-0.38613892,298.7813,-0.2093811,10
1986,7,300.44672,-0.31506348,298.78378,-0.1433614,10
1986,8,300.463,-0.23950195,298.76877,-0.06346639,10
1987,1,300.82837,-0.05986023,299.0958,-0.0736084,10
1987,2,301.0165,-0.0029296875,299.30017,0.06165568,10
1987,3,301.22437,0.2005717,299.26205,0.07377116,10
1987,4,301.23514,0.2349345,299.22586,0.07726034,10
1987,5,301.1996,0.31810507,299.23874,0.1614685,10
1987,6,301.0258,0.19458008,299.05154,0.06085205,10
1987,7,301.0305,0.26871744,299.01904,0.09188843,10
1987,8,300.94852,0.2460022,299.01697,0.18475342,10
1988,1,300.55896,-0.3292389,299.04297,-0.12644958,10
1988,2,300.63852,-0.38091025,298.97903,-0.2594808,10
1988,3,300.65906,-0.3647461,298.9592,-0.2291158,10
1988,4,300.66443,-0.33577475,298.9211,-0.22749837,10
1988,5,300.70267,-0.17880249,298.7987,-0.27856445,10
1988,6,300.87183,0.040608723,298.7677,-0.22299194,10
1988,7,300.72067,-0.04112752,298.68204,-0.24512736,10
